ProductId,SKU,ProductName,UnitOfBillingId,SupplierId,ProductListPrice,CostPrice
10560,10100133,"Beef Brisket Bouvry, 85% Fresh CMDB",3,118,0.0,0.0
10561,10100134,Beef Tenderloin Bouvry Fresh CMDB,3,118,0.0,0.0
10577,10100135,Beef Shortloin Fresh CMDB,3,118,0.0,0.0
10578,10100136,Beef Shortloin Fresh CMDB (Case),3,118,0.0,0.0
10579,10100137,Beef Tenderloin Fresh CMDB (Case),3,118,0.0,0.0
10603,10100138,Beef Chuck Flats COV Fresh CMDB (Case),3,118,6.71,4.97
10604,10100139,Beef Chuck Flats Fresh CMDB (Pack),3,118,0.0,0.0
10809,10100140,Beef Cheeks COV Fresh CMDB (Case),3,118,0.72,0.0
11017,10100141,Beef Striploin Fresh CMDB,3,118,0.0,0.0
11018,10100142,Beef Striploin Fresh CMDB (Case),3,118,0.0,0.0
11019,10100143,Beef Tenderloin Fresh CMDB,3,118,0.0,0.0
11020,10100144,Beef Tenderloin Fresh CMDB (Case),3,118,0.0,0.0
11021,10100145,Beef Ribeye 0x0 Fresh CMDB,3,118,0.0,0.0
11022,10100146,Beef Ribeye 0x0 Fresh CMDB (Case),3,118,0.0,0.0
11063,10100147,Beef Striploin 0x1 Prime Fresh CMDB (Case),3,118,0.0,0.0
11064,10100148,Beef Striploin 0x1 Prime Fresh CMDB (Pack),3,118,0.0,0.0
11241,10100149,Beef Rib FCO Fresh CMDB,3,118,0.0,0.0
11267,10100150,"Beef Striploin Angus, Bnls 0x1 Fresh CMDB (Pack)",3,118,0.0,0.0
11268,10100151,"Beef Striploin Angus, Bnls 0x1 Fresh CMDB (Case)",3,118,0.0,0.0
11281,10100152,"Beef Rib Angus, FCO 2x2 Fresh CMDB (Pack)",3,118,0.0,0.0
11282,10100153,"Beef Rib Angus, FCO 2x2 Fresh CMDB (Case)",3,118,0.0,0.0
11306,10100154,Beef Cheeks COV Fresh CMDB (Pack),3,118,0.72,0.0
11508,10100155,Beef Ribeye 0x0 Prime Fresh CMDB (Pack),3,118,0.0,0.0
11615,10100156,Beef Short Rib Boneless Wagyu Fresh BRLW,3,162,0.0,0.0
11619,10100157,Beef Short Rib Boneless Wagyu Fresh BRLW (Pack),3,162,0.0,0.0
11623,10100158,"Beef Trim 75%, Bulk Wagyu Fresh BRLW (Case)",3,162,7.52,5.64
11624,10100159,Beef Trim 75% Wagyu Fresh BRLW (Pack),3,162,7.52,5.64
11625,10100160,Beef Fat Wagyu Fresh BRLW (Pack),3,162,0.0,0.0
11626,10100161,Beef Bavette Wagyu Fresh BRLW (Case),3,162,28.35,19.3
11627,10100162,Beef Bavette Wagyu Fresh BRLW (Pack),3,162,28.35,19.3
11628,10100163,Beef Sirloin Cap Coulotte Wagyu Fresh BRLW (Case),3,162,31.97,21.11
11629,10100164,Beef Sirloin Cap Coulotte Wagyu Fresh BRLW (Pack),3,162,31.97,21.11
11630,10100165,Beef Flat Iron Wagyu Fresh BRLW (Case),3,162,33.19,22.47
11631,10100166,Beef Flat Iron Wagyu Fresh BRLW (Pack),3,162,33.19,22.47
11632,10100167,Beef Outside Skirt Wagyu Fresh BRLW (Case),3,162,35.48,19.43
11633,10100168,Beef Outside Skirt Wagyu Fresh BRLW (Pack),3,162,35.48,19.43
11634,10100169,"Beef Hind Shank, Stiletto Wagyu Fresh BRLW (Case)",3,162,11.11,7.73
11635,10100170,"Beef Hind Shank, Stiletto Wagyu Fresh BRLW (Pack)",3,162,11.11,7.73
11636,10100171,Beef Sirloin Tip Wagyu Fresh BRLW,3,162,0.0,0.0
11637,10100172,Beef Striploin Wagyu Fresh BRLW (Case),3,162,48.31,34.08
11638,10100173,Beef Striploin Wagyu Fresh BRLW (Pack),3,162,48.31,34.08
11639,10100174,Beef Ribeye 2x2 Wagyu Fresh BRLW (Case),3,162,0.0,0.0
11640,10100175,Beef Ribeye 2x2 Wagyu Fresh BRLW (Pack),3,162,0.0,0.0
11641,10100176,Beef Tri-Tip Wagyu Fresh BRLW (Case),3,162,22.29,16.12
11642,10100177,Beef Tri-Tip Wagyu Fresh BRLW (Pack),3,162,22.29,16.12
11643,10100178,Beef Chuck Short Rib Bone in Wagyu Fresh BRLW (Case),3,162,0.0,0.0
11644,10100179,Beef Chuck Short Rib Bone in Wagyu Fresh BRLW (Pack),3,162,0.0,0.0
11661,10100180,Beef Sirloin Tip Wagyu FZN BRLW (Case),3,162,0.0,0.0
11688,10100181,Beef Flat Iron Portioned Spec Cut Wagyu Fresh BRLW (Pack),3,162,70.48,48.13
11689,10100182,Beef Ribeye 0x0 Wagyu Fresh BRLW (Case),3,162,53.44,38.35
11690,10100183,Beef Ribeye 0x0 Wagyu Fresh BRLW (Pack),3,162,53.44,38.35
11691,10100184,Beef Striploin Wagyu FZN BRLW (Case),3,162,0.0,0.0
11692,10100185,Beef Striploin Wagyu FZN BRLW (Pack),3,162,0.0,0.0
11716,10100186,Beef Flat Iron Seamed Wagyu Fresh BRLW (Pack),3,162,59.6,40.67
11743,10100187,"Beef Striploin Boneless, COV 0x1 CAB, AAA Fresh CMDB (Case)",3,118,0.0,0.0
11744,10100188,"Beef Striploin Boneless, COV 0x1 CAB, AAA Fresh CMDB (Pack)",3,118,0.0,0.0
11812,10100189,Beef Ribeye Bnls 0x0 Fresh CMDB (Case),3,118,0.0,0.0
11813,10100190,Beef Ribeye Bnls 0x0 Fresh CMDB (Pack),3,118,0.0,0.0
11817,10100191,"Beef Rib FCO, COV 2x2 AAA Fresh CMDB (Case)",3,118,0.0,0.0
11924,10100192,Beef Tenderloin Steaks Spec Cut Fresh CMDB (Pack),3,118,0.0,0.0
11925,10100193,Beef Tenderloin Tips Fresh CMDB (Pack),3,118,0.0,0.0
12080,10100194,"Beef Rib Bone In, FCO, COV 2x2 CAB, AAA Fresh CMDB (Case)",3,118,20.65,14.89
12081,10100195,"Beef Rib Bone In, FCO, COV 2x2 CAB, AAA Fresh CMDB (Pack)",3,118,20.65,14.89
12188,10100196,Beef Rib FCO 2x2 AA Fresh CMDB (Case),3,118,0.0,0.0
12189,10100197,Beef Rib FCO 2x2 AA Fresh CMDB (Pack),3,118,0.0,0.0
12307,10100198,"Beef Bottom Sirloin, Bavette Boneless AAA Fresh CMDB (Case)",3,118,0.0,0.0
12308,10100199,"Beef Bottom Sirloin, Bavette Boneless AAA Fresh CMDB (Pack)",3,118,0.0,0.0
12367,10100200,"Beef Striploin Boneless, COV Steak, 6oz FZN CMDB (Case)",3,118,17.59,0.0
12392,10100201,"Beef Bottom Sirloin, Bavette Boneless AAA Fresh CMDB (Pack)",3,118,0.0,0.0
12522,10100202,"Beef Rib FCO, Bone In 2x2 Gold, AAA Fresh CMDB",3,118,0.0,0.0
12523,10100203,"Beef Striploin 0x1 Gold, AAA Fresh CMDB",3,118,0.0,0.0
12524,10100204,"Beef Tenderloin S/S On Gold, AAA Fresh CMDB",3,118,0.0,0.0
12537,10100205,"Beef Chuck Roll Gold, AAA Fresh CMDB",3,118,0.0,0.0
12544,10100206,"Beef Striploin Bone-In, COV Gold, AAA FZN CMDB (Pack)",3,118,13.35,0.0
12556,10100207,Beef Tomahawk Rib Fresh CMDB,3,118,0.0,0.0
12561,10100208,"Beef Flank Gold, AAA Fresh CMDB",3,118,0.0,0.0
12567,10100209,"Beef Striploin Bone-In Gold, AAA Fresh CMDB",3,118,0.0,0.0
12591,10100210,"Beef Striploin Bone-In 14-16oz Gold, AAA Fresh CMDB",3,118,0.0,0.0
12596,10100211,"Beef Outside Round Gold, AAA Fresh CMDB",3,118,0.0,0.0
12620,10100212,"Beef Ribeye 0x0 Gold, AAA Fresh CMDB",3,118,0.0,0.0
12641,10100213,"Beef Shortloin Gold, AAA Fresh CMDB",3,118,0.0,0.0
12681,10100214,"Beef Brisket Gold, AAA Fresh CMDB",3,118,0.0,0.0
12699,10100215,Beef Tenderloin COV Prime Fresh CMDB (Case),3,118,0.0,0.0
12796,10100216,Beef Ribeye COV 2x2 AAA Fresh CMDB (Case),3,118,0.0,0.0
12797,10100217,Beef Ribeye COV 2x2 AAA Fresh CMDB (Pack),3,118,0.0,0.0
12882,10100218,"Beef WIP Trim 85%, COV Fresh CMDB (Pack)",3,118,3.6,2.1
13171,10100219,"Beef Rib Symphony, Bone In, FCO, COV 2x2 AAA Fresh CMDB (Case)",3,118,15.59,11.09
13172,10100220,"Beef Rib Symphony, Bone In, FCO, COV 2x2 AAA Fresh CMDB (Pack)",3,118,15.59,11.09
13173,10100221,"Beef Ribeye Boneless, COV 2x2 Fresh CMDB (Case)",3,118,18.49,14.17
13174,10100222,"Beef Ribeye Boneless, COV 2x2 Fresh CMDB (Pack)",3,118,18.49,14.17
13175,10100223,"Beef Shortloin Symphony, COV AAA Fresh CMDB (Case)",3,118,9.09,6.22
13176,10100224,"Beef Shortloin Symphony, COV AAA Fresh CMDB (Pack)",3,118,9.09,6.22
13177,10100225,"Beef Striploin Symphony, Boneless, COV 0x1 AAA Fresh CMDB (Case)",3,118,17.61,12.61
13178,10100226,"Beef Striploin Symphony, Boneless, COV 0x1 AAA Fresh CMDB (Pack)",3,118,17.61,12.61
13179,10100227,"Beef Bavette Symphony, COV AAA Fresh CMDB (Case)",3,118,14.88,10.56
13180,10100228,"Beef Bavette Symphony, COV AAA Fresh CMDB (Pack)",3,118,14.88,10.56
13181,10100229,Beef Tenderloin COV AAA Fresh CMDB (Case),3,118,26.77,19.48
13182,10100230,Beef Tenderloin COV AAA Fresh CMDB (Pack),3,118,26.77,19.48
13204,10100231,"Beef Cheeks Symphony, Bulk Fresh CMDB (Case)",3,118,4.79,2.99
13219,10100232,"Beef Cheeks Harmony, COV Fresh CMDB (Pack)",3,118,1.27,0.35
13267,10100233,"Beef Cheeks Harmony, COV Fresh CMDB (Case)",3,118,0.8,0.0
13270,10100234,"Beef Top Sirloin Butt Symphony, COV Cap On AAA Fresh CMDB (Case)",3,118,5.75,3.71
13271,10100235,"Beef Top Sirloin Butt Symphony, COV Cap On AAA Fresh CMDB (Pack)",3,118,5.92,3.84
13276,10100236,"Beef Ribeye Symphony, Portion, COV 2x2, 10 oz AAA Fresh CMDB (Case)",3,118,24.71,15.07
13277,10100237,"Beef Striploin Symphony, Portion, COV 0x1, 10 oz AAA Fresh CMDB (Case)",3,118,25.76,18.72
13278,10100238,Beef Tenderloin Spec Cut AAA Fresh CMDB (Pack),3,118,52.95,39.11
13295,10100239,"Beef Ribeye Symphony, Portion, COV 2x2, 12 oz AAA Fresh CMDB (Case)",3,118,24.16,14.65
13296,10100240,"Beef Striploin Symphony, Portion, COV 0x1, 12 oz AAA Fresh CMDB (Case)",3,118,25.76,18.72
13297,10100241,"Beef Tenderloin Symphony, Portion, COV 5 oz AAA Fresh CMDB (Case)",3,118,39.53,29.05
13298,10100242,"Beef Ribeye Symphony, Portion, COV 2x2, Spec Cut AAA Fresh CMDB (Case)",3,118,24.16,14.65
13299,10100243,"Beef Striploin Symphony, Portion, COV 0x1, Spec Cut AAA Fresh CMDB (Case)",3,118,25.76,18.72
13300,10100244,"Beef Tenderloin Symphony, Portion, COV Spec Cut AAA Fresh CMDB (Case)",3,118,39.53,29.05
13322,10100245,"Beef Flank Symphony, COV Steak AAA Fresh CMDB (Case)",3,118,8.63,5.87
13323,10100246,"Beef Flank Symphony, COV Steak AAA Fresh CMDB (Pack)",3,118,8.63,5.87
13324,10100247,Beef Hanging Tender COV Fresh CMDB (Case),3,118,10.63,7.37
13325,10100248,Beef Hanging Tender COV Fresh CMDB (Pack),3,118,10.63,7.37
13330,10100249,"Beef Ribeye Symphony, COV, Start Weight 2x2 AAA, Dry Age Fresh CMDB (Pack)",3,118,0.0,0.0
13336,10100250,"Beef Eye of Round Symphony, COV AAA Fresh CMDB (Case)",3,118,0.0,0.0
13337,10100251,"Beef Eye of Round Symphony, COV AAA Fresh CMDB (Pack)",3,118,0.0,0.0
13339,10100252,"Beef Flat Iron Symphony, COV Whole AAA Fresh CMDB (Case)",3,118,6.73,4.45
13340,10100253,"Beef Flat Iron Symphony, COV Whole AAA Fresh CMDB (Pack)",3,118,6.73,4.45
13417,10100254,"Beef Outside Round Symphony, COV Fresh CMDB (Case)",3,118,0.0,0.0
13418,10100255,"Beef Outside Round Symphony, COV Fresh CMDB (Pack)",3,118,0.0,0.0
13525,10100256,Beef Flat Iron COV Whole Fresh CMDB (Pack),3,118,10.63,7.37
13526,10100257,Beef Ribeye COV 0x0 Prime Fresh CMDB (Pack),3,118,0.0,0.0
13527,10100258,Beef Chuck Flats COV Fresh CMDB (Pack),3,118,0.0,0.0
13528,10100259,Beef Tenderloin COV Prime Fresh CMDB (Pack),3,118,0.0,0.0
13529,10100260,Beef Tenderloin COV AAA Fresh CMDB (Case),3,118,0.0,0.0
13530,10100261,"Beef Rib FCO, COV 2x2 AAA Fresh CMDB (Case)",3,118,0.0,0.0
13531,10100262,"Beef Striploin Bone In, COV Gold, AAA Fresh CMDB (Case)",3,118,0.0,0.0
13532,10100263,Beef Tenderloin COV AAA FZN CMDB (Pack),3,118,0.0,0.0
13533,10100264,"Beef Rib FCO, COV 2x2 AAA FZN CMDB (Pack)",3,118,0.0,0.0
13534,10100265,Beef Tenderloin COV AAA FZN CMDB (Case),3,118,0.0,0.0
13535,10100266,"Beef Rib FCO, COV 2x2 AAA FZN CMDB (Case)",3,118,0.0,0.0
13536,10100267,Beef Striploin Boneless 0x1 AAA FZN CMDB,3,118,0.0,0.0
13537,10100268,"Beef Striploin Boneless, COV 0x1 AAA FZN CMDB (Pack)",3,118,0.0,0.0
13538,10100269,Beef Flat Iron COV Whole FZN CMDB (Pack),3,118,10.63,7.37
13539,10100270,Beef Ribeye COV 0x0 Prime FZN CMDB (Pack),3,118,0.0,0.0
13540,10100271,Beef Chuck Flats COV FZN CMDB (Pack),3,118,0.0,0.0
13541,10100272,Beef Flat Iron COV Whole FZN CMDB (Case),3,118,10.63,7.37
13542,10100273,Beef Ribeye COV 0x0 Prime FZN CMDB (Case),3,118,0.0,0.0
13543,10100274,Beef Chuck Flats COV FZN CMDB (Case),3,118,0.0,0.0
13544,10100275,Beef Cheek COV FZN CMDB (Case),3,118,0.0,0.0
13545,10100276,Beef Cheek COV FZN CMDB (Pack),3,118,0.0,0.0
13546,10100277,"Beef Striploin Boneless, COV 0x1 CAB, AAA FZN CMDB (Case)",3,118,0.0,0.0
13547,10100278,"Beef Striploin Boneless, COV 0x1 CAB, AAA FZN CMDB (Pack)",3,118,0.0,0.0
13548,10100279,"Beef Rib Bone In, FCO, COV 2x2 AAA FZN CMDB (Pack)",3,118,0.0,0.0
13549,10100280,"Beef Rib Bone In, FCO, COV 2x2 AAA FZN CMDB (Case)",3,118,0.0,0.0
13550,10100281,"Beef Rib Bone In, FCO, COV 2x2 CAB, AAA FZN CMDB (Case)",3,118,0.0,0.0
13551,10100282,"Beef Rib Bone In, FCO, COV 2x2 CAB, AAA FZN CMDB (Pack)",3,118,0.0,0.0
13552,10100283,Beef Tenderloin COV Prime FZN CMDB (Case),3,118,0.0,0.0
13553,10100284,Beef Tenderloin COV Prime FZN CMDB (Pack),3,118,0.0,0.0
13554,10100285,Beef Ribeye COV 2x2 AAA FZN CMDB (Case),3,118,0.0,0.0
13555,10100286,Beef Ribeye COV 2x2 AAA FZN CMDB (Pack),3,118,0.0,0.0
13556,10100287,"Beef WIP Trim 85%, COV FZN CMDB (Pack)",3,118,3.6,2.1
13557,10100288,"Beef Rib Symphony, Bone In, FCO, COV 2x2 AAA FZN CMDB (Case)",3,118,15.21,10.81
13558,10100289,"Beef Rib Symphony, Bone In, FCO, COV 2x2 AAA FZN CMDB (Pack)",3,118,15.21,10.81
13559,10100290,"Beef Ribeye BL 2x2, COV FZN CMDB (Case)",3,118,18.49,14.17
13560,10100291,"Beef Ribeye BL 2x2, COV FZN CMDB (Pack)",3,118,18.49,14.17
13561,10100292,"Beef Shortloin Symphony, COV AAA FZN CMDB (Case)",3,118,0.0,0.0
13562,10100293,"Beef Shortloin Symphony, COV AAA FZN CMDB (Pack)",3,118,0.0,0.0
13563,10100294,"Beef Striploin Symphony, Boneless, COV 0x1 AAA FZN CMDB (Case)",3,118,17.61,12.61
13564,10100295,"Beef Striploin Symphony, BL, COV 0x1 AAA FZN CMDB (Pack)",3,118,17.61,12.61
13565,10100296,"Beef Bavette Symphony, COV AAA FZN CMDB (Case)",3,118,0.8,0.0
13566,10100297,"Beef Bavette Symphony, COV AAA FZN CMDB (Pack)",3,118,0.8,0.0
13567,10100298,Beef Tenderloin COV AAA FZN CMDB (Case),3,118,26.77,19.48
13568,10100299,Beef Tenderloin AAA COV FZN CMDB (Pack),3,118,26.77,19.48
13569,10100300,"Beef Cheeks Harmony, COV FZN CMDB (Pack)",3,118,5.4,3.45
13570,10100301,"Beef Cheeks Harmony, COV FZN CMDB (Case)",3,118,5.4,3.45
13571,10100302,"Beef Top Sirloin Butt Symphony, COV Cap On AAA FZN CMDB (Case)",3,118,0.0,0.0
13572,10100303,"Beef Top Sirloin Butt Symphony, COV Cap On AAA FZN CMDB (Pack)",3,118,0.0,0.0
13573,10100304,"Beef Flank Symphony, COV Steak AAA FZN CMDB (Case)",3,118,0.0,0.0
13574,10100305,"Beef Flank Symphony, COV Steak AAA FZN CMDB (Pack)",3,118,0.0,0.0
13575,10100306,Beef Hanging Tender COV FZN CMDB (Case),3,118,10.63,7.37
13576,10100307,Beef Hanging Tender COV FZN CMDB (Pack),3,118,10.63,7.37
13577,10100308,"Beef Eye of Round Symphony, COV AAA FZN CMDB (Case)",3,118,0.0,0.0
13578,10100309,"Beef Eye of Round Symphony, COV AAA FZN CMDB (Pack)",3,118,0.0,0.0
13579,10100310,"Beef Flat Iron Symphony, COV Whole AAA FZN CMDB (Case)",3,118,6.73,4.45
13580,10100311,"Beef Flat Iron Symphony, COV Whole AAA FZN CMDB (Pack)",3,118,6.73,4.45
13581,10100312,"Beef Outside Round Symphony, COV FZN CMDB (Case)",3,118,0.0,0.0
13582,10100313,"Beef Outside Round Symphony, COV FZN CMDB (Pack)",3,118,0.0,0.0
13598,10100314,"Beef Bavette Symphony, COV Steak, Spec Cut Fresh CMDB (Pack)",3,118,0.0,0.0
13637,10100315,"Beef Rib Symphony, Portion Steak Fresh CMDB (Pack)",3,118,0.0,0.0
13638,10100316,"Beef Rib Symphony Steak, Whole Fresh CMDB (Pack)",3,118,0.0,0.0
13651,10100317,"Beef Tenderloin Symphony Steak, 8oz Fresh CMDB (Pack)",3,118,39.53,29.05
13652,10100318,"Beef Ribeye Symphony Steak, 10-12oz Fresh CMDB (Pack)",3,118,24.16,14.65
13857,10100319,"Beef Striploin Symphony California Cut, 8oz, 2pc Fresh CMDB (Pack)",3,118,25.81,18.76
13858,10100320,Beef Flat Iron Canadian Diamond Whole Fresh CMDB (Case),3,118,6.8,4.5
13885,10100321,Beef Flat Iron Canadian Diamond Whole Fresh CMDB (Pack),3,118,6.8,4.5
13886,10100322,"Beef Striploin Canadian Diamond, Boneless 0x1 Fresh CMDB (Case)",3,118,14.31,10.13
13887,10100323,"Beef Striploin Canadian Diamond, Boneless 0x1 Fresh CMDB (Pack)",3,118,14.31,10.13
13888,10100324,"Beef Ribeye Canadian Diamond, Boneless 2x2 Fresh CMDB (Case)",3,118,15.51,11.03
13889,10100325,"Beef Ribeye Canadian Diamond, Boneless 2x2 Fresh CMDB (Pack)",3,118,15.51,11.03
13890,10100326,"Beef Rib Canadian Diamond, FCO 2x2 Fresh CMDB (Case)",3,118,14.03,9.92
13891,10100327,"Beef Rib Canadian Diamond, FCO 2x2 Fresh CMDB (Pack)",3,118,14.03,9.92
13892,10100328,Beef Bavette Canadian Diamond Fresh CMDB (Case),3,118,12.75,8.96
13893,10100329,Beef Bavette Canadian Diamond Fresh CMDB (Pack),3,118,12.75,8.96
14173,10100330,Beef Tenderloin Canadian Diamond Fresh CMDB (Case),3,118,17.09,12.22
14174,10100331,Beef Tenderloin Canadian Diamond Fresh CMDB (Pack),3,118,17.09,12.22
14185,10100332,"Beef Bavette Canadian Diamond, COV Steak, Spec Cut Fresh CMDB (Pack)",3,118,21.0,15.15
14186,10100333,"Beef Striploin Symphony California Cut, 8oz Fresh CMDB (Pack)",3,118,0.0,0.0
14262,10100334,"Beef Hanging Tender Spec Cut, 6oz Fresh CMDB (Pack)",3,118,22.69,16.42
14263,10100335,"Beef Hanging Tender Spec Cut, 7oz Fresh CMDB (Pack)",3,118,23.55,17.06
14264,10100336,"Beef Hanging Tender Spec Cut, 8oz Fresh CMDB (Pack)",3,118,23.49,17.02
14270,10100337,Beef Cheeks Symphony Fresh CMDB (Pack),3,118,5.67,3.65
14276,10100338,Beef Outside Round 63 Acres Fresh CMDB (Case),3,118,7.45,4.99
14277,10100339,Beef Outside Round 63 Acres Fresh CMDB (Pack),3,118,7.45,4.99
14278,10100340,Beef Outside Round 63 Acres FZN CMDB (Case),3,118,7.45,4.99
14279,10100341,Beef Outside Round 63 Acres FZN CMDB (Pack),3,118,7.45,4.99
14284,10100342,"Beef Tenderloin Bouvry, Chain On AAA Fresh CMDB (Case)",3,118,17.43,12.47
14285,10100343,"Beef Tenderloin Bouvry, Chain On AAA Fresh CMDB (Pack)",3,118,17.43,12.47
14286,10100344,"Beef Ribeye Bouvry, Boneless AAA Fresh CMDB (Case)",3,118,15.92,11.34
14287,10100345,"Beef Ribeye Bouvry, Boneless AAA Fresh CMDB (Pack)",3,118,15.92,11.34
14368,10100346,Beef Inside Round 63 Acres Fresh CMDB (Case),3,118,7.45,4.99
14369,10100347,Beef Inside Round 63 Acres Fresh CMDB (Pack),3,118,7.45,4.99
14370,10100348,Beef Inside Round 63 Acres FZN CMDB (Case),3,118,7.45,4.99
14371,10100349,Beef Inside Round 63 Acres FZN CMDB (Pack),3,118,7.45,4.99
14385,10100350,"Beef Sirloin Tip 63 Acres, COV Fresh CMDB (Case)",3,118,7.72,5.19
14386,10100351,"Beef Sirloin Tip 63 Acres, COV Fresh CMDB (Pack)",3,118,7.72,5.19
14387,10100352,"Beef Sirloin Tip 63 Acres, COV FZN CMDB (Case)",3,118,7.72,5.19
14388,10100353,"Beef Sirloin Tip 63 Acres, COV FZN CMDB (Pack)",3,118,7.72,5.19
14456,10100354,Beef Tenderloin Benchmark AAA Fresh CMDB (Case),3,118,16.83,12.02
14457,10100355,Beef Tenderloin Benchmark AAA Fresh CMDB (Pack),3,118,16.83,12.02
14458,10100356,Beef Tenderloin Benchmark Prime Fresh CMDB (Case),3,118,16.83,12.02
14464,10100357,"Beef Tenderloin Benchmark Steak, 8oz AAA Fresh CMDB (Pack)",3,118,24.91,18.08
14469,10100358,Beef Striploin Boneless 0x1 AA Fresh CMDB (Case),3,118,9.01,6.16
14470,10100359,Beef Striploin 7oz AAA Fresh CMDB (Case),3,118,17.6,11.7
14480,10100360,"Beef Chuck Eye Roll Benchmark, Angus 2x2 AAA Fresh CMDB (Case)",3,118,6.79,4.49
14481,10100361,"Beef Chuck Eye Roll Benchmark, Angus 2x2 AAA Fresh CMDB (Pack)",3,118,6.79,4.49
14482,10100362,"Beef Chuck Eye Roll Benchmark, Angus 2x2 AAA FZN CMDB (Case)",3,118,6.79,4.49
14483,10100363,"Beef Chuck Eye Roll Benchmark, Angus 2x2 AAA FZN CMDB (Pack)",3,118,6.79,4.49
14484,10100364,"Beef Flat Iron Benchmark, Angus AAA Fresh CMDB (Case)",3,118,6.36,4.17
14485,10100365,"Beef Flat Iron Benchmark, Angus AAA Fresh CMDB (Pack)",3,118,6.36,4.17
14486,10100366,"Beef Flat Iron Benchmark, Angus AAA FZN CMDB (Case)",3,118,6.36,4.17
14487,10100367,"Beef Flat Iron Benchmark, Angus AAA FZN CMDB (Pack)",3,118,6.36,4.17
14488,10100368,Beef Striploin 0x1 AAA Fresh CMDB (Case),3,118,11.19,7.79
14489,10100369,Beef Striploin 0x1 AAA Fresh CMDB (Pack),3,118,11.19,7.79
14490,10100370,Beef Striploin 0x1 AAA FZN CMDB (Case),3,118,11.19,7.79
14491,10100371,Beef Striploin 0x1 AAA FZN CMDB (Pack),3,118,11.19,7.79
14514,10100372,Beef Sirloin Cap 63 Acres On Fresh CMDB (Case),3,118,6.72,4.44
14546,10100373,Beef Hanging Tender COV FZN CMDB (Case),3,118,7.24,4.83
14547,10100374,Beef Hanging Tender COV FZN CMDB (Pack),3,118,7.24,4.83
